host_response_time,host_neighbourhood,property_type,room_type,bed_type,cancellation_policy,zipcode,host_acceptance_rate,price,security_deposit,cleaning_fee,extra_people,reviews_per_month,host_response_rate,accommodates,bathrooms,bedrooms,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,require_guest_profile_picture,require_guest_phone_verification
within an hour,Alamo Square,Apartment,Entire home/apt,Real Bed,moderate,94117,100,295,500,99,200,2.43,1,4,1.5,1,12,22,42,277,143,98,0,0
within an hour,Western Addition/NOPA,House,Private room,Real Bed,moderate,94115,100,295,500,75,0,1,1,6,1,1,5,5,14,50,1,100,0,0
within an hour,Sunnyside,House,Entire home/apt,Real Bed,strict,94131,100,299,500,175,0,0.13,1,6,3,3,0,0,0,63,3,93,0,0
within an hour,Cow Hollow,Apartment,Entire home/apt,Real Bed,strict,94123,100,299,500,100,0,3.11,1,2,1,1,0,0,28,143,44,100,0,0
within a few hours,SoMa,Condominium,Entire home/apt,Real Bed,strict,94158,100,299,500,130,0,0.38,1,4,2.5,2,6,30,30,121,3,93,0,0
within an hour,Duboce Triangle,Apartment,Entire home/apt,Real Bed,moderate,94114,100,299,500,85,0,0.14,1,4,2,2,0,3,3,17,6,100,0,0
within an hour,The Castro,House,Entire home/apt,Real Bed,strict,94114,91,299,500,110,0,0.74,1,4,1,2,7,21,45,45,36,92,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,100,299,500,140,0,0.26,1,5,2,2,11,12,12,12,3,93,0,0
within a few hours,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,flexible,94117,77,300,500,100,60,1.55,1,5,2,4,9,15,22,66,3,100,0,0
within an hour,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,60,300,500,50,0,0.24,1,4,2,2,0,4,4,214,8,88,1,1
within a few hours,Cole Valley,House,Entire home/apt,Real Bed,moderate,94117,77,300,500,100,10,1.45,0.94,6,2,2,0,7,37,312,20,97,0,0
within an hour,Mission Terrace,House,Entire home/apt,Real Bed,moderate,94112,100,300,500,200,0,1.44,1,5,1,2,7,23,49,139,12,97,0,0
within an hour,Noe Valley,Apartment,Entire home/apt,Real Bed,strict,94131,100,300,500,150,35,1.65,1,4,1,2,16,26,52,306,22,99,0,0
within a few hours,Mission District,House,Entire home/apt,Real Bed,strict,94110,85,300,500,100,15,0.49,1,4,2,2,26,53,83,83,6,97,0,0
within a few hours,Mission District,House,Entire home/apt,Real Bed,strict,94110,100,300,500,100,25,0.23,1,4,1.5,2,0,1,1,197,8,100,0,0
within a few hours,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,75,300,500,135,30,0.27,1,6,1.5,3,3,3,3,116,3,100,0,0
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,moderate,94103,37,300,500,100,0,2.25,1,4,1.5,2,0,0,0,200,3,100,0,0
within a day,Mission District,Apartment,Entire home/apt,Real Bed,moderate,94110,100,300,500,95,0,1.83,1,4,1,2,4,4,21,97,5,100,0,0
within a day,Richmond District,House,Entire home/apt,Real Bed,moderate,94118,100,300,500,150,0,0.32,1,6,2.5,4,0,0,0,10,1,100,0,0
a few days or more,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94158,100,300,500,120,20,0.94,0.3,5,1,2,16,22,52,52,35,83,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,86,300,500,100,50,2.76,0.97,6,1,1,23,53,83,85,35,94,0,0
within a day,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,67,300,500,50,100,0.8,0.9,3,2,2,9,27,57,332,13,95,0,0
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,strict,94114,94,300,500,75,0,3.44,1,4,2,2,3,9,19,111,7,100,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,100,300,500,130,0,0.52,1,6,2,3,1,2,2,240,8,98,0,0
within a few hours,Chinatown,Apartment,Entire home/apt,Real Bed,flexible,94133,100,300,500,125,50,2.7,1,6,1,2,6,12,21,277,11,98,0,0
within a few hours,Outer Sunset,House,Entire home/apt,Real Bed,strict,94122,100,300,500,100,50,0.12,0.8,5,2,3,5,5,5,57,3,100,1,1
within an hour,Alamo Square,Apartment,Entire home/apt,Real Bed,strict,94117,100,300,500,175,0,3,1,8,2,3,0,0,0,0,3,100,0,0
within an hour,Incline Village,House,Entire home/apt,Real Bed,strict,94112,99,312,500,200,15,3.19,1,8,2,2,19,37,67,67,5,96,0,1
within an hour,Duboce Triangle,Condominium,Entire home/apt,Real Bed,moderate,94114,100,315,500,150,0,0.23,1,2,1,1,25,55,85,85,2,100,0,0
within a day,Cole Valley,Apartment,Entire home/apt,Real Bed,moderate,94117,60,320,500,150,0,0.09,0.67,6,2,3,7,11,11,224,2,100,0,0
within an hour,Excelsior,House,Entire home/apt,Real Bed,moderate,94112,100,320,500,120,25,6.12,1,8,2,3,3,8,29,69,60,95,0,0
within a few hours,Sunnyside,House,Entire home/apt,Real Bed,strict,94127,100,320,500,150,25,0.16,1,8,1.5,3,0,0,0,0,4,100,0,0
within an hour,North Beach,Apartment,Entire home/apt,Real Bed,strict,94133,100,325,500,80,25,1.17,1,4,1,2,8,8,18,39,28,98,0,0
within an hour,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94118,100,325,500,125,25,0.33,1,6,1,2,4,11,34,291,8,97,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,97,325,500,100,30,4.24,1,5,1,2,2,28,32,32,41,98,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,moderate,94115,100,325,500,175,75,0.73,1,6,1,3,10,27,38,291,13,95,0,0
within a few hours,Alamo Square,Apartment,Entire home/apt,Real Bed,strict,94117,58,325,500,150,50,1.13,1,6,2,2,20,38,65,335,42,81,0,0
within a few hours,Alamo Square,Apartment,Entire home/apt,Real Bed,strict,94117,40,325,500,150,35,0.4,1,4,1.5,2,0,17,47,322,9,100,0,0
within a few hours,Inner Sunset,Apartment,Entire home/apt,Real Bed,moderate,94122,83,330,500,135,75,3,1,5,1.5,3,6,6,6,6,3,100,0,0
within an hour,Mission District,House,Entire home/apt,Real Bed,moderate,94110,100,330,500,150,0,0.12,1,7,1,3,4,4,4,4,6,100,0,0
within an hour,Outer Sunset,Condominium,Entire home/apt,Real Bed,moderate,94122,100,335,500,140,0,0.47,1,6,3.5,4,0,0,0,0,3,100,0,0
within an hour,Alamo Square,Apartment,Entire home/apt,Real Bed,strict,94117,100,345,500,100,50,5.8,1,5,1,1,5,18,41,191,64,98,0,0
within a day,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,100,349,500,150,49,0.6,1,6,2,3,0,0,0,0,29,96,0,0
within an hour,Western Addition/NOPA,House,Entire home/apt,Real Bed,strict,94115,83,349,500,150,50,4.76,1,6,2,3,0,25,55,330,20,96,0,0
within an hour,Balboa Terrace,House,Shared room,Futon,strict,94127,100,35,500,39,35,1.21,1,1,3,1,20,35,62,337,19,97,0,0
within an hour,Lower Haight,Condominium,Entire home/apt,Real Bed,strict,94117,100,350,500,150,0,2,1,7,2,3,2,2,13,67,3,100,0,0
within a day,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94117,100,350,500,200,20,0.7,1,6,1.5,3,2,2,2,143,13,98,0,0
within a few hours,Cole Valley,House,Entire home/apt,Real Bed,moderate,94117,77,350,500,100,10,0.24,0.94,6,2,3,23,49,79,350,3,93,0,0
a few days or more,Nice,Apartment,Entire home/apt,Real Bed,strict,94133,100,350,500,100,25,0.35,0.2,4,2,2,29,59,89,89,4,100,0,0
within a day,Noe Valley,House,Entire home/apt,Real Bed,strict,94114,100,350,500,130,0,0.29,1,6,2,3,2,2,2,2,4,100,0,0
within an hour,Crocker Amazon,House,Entire home/apt,Real Bed,strict,94112,100,350,500,220,30,0.55,1,12,1,5,0,0,24,294,10,84,0,0
within an hour,Mission District,Condominium,Entire home/apt,Real Bed,strict,94110,100,350,500,125,0,3,1,5,1,2,0,0,13,13,29,97,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94118,100,350,500,100,25,3.71,1,8,1,3,1,7,25,25,13,92,0,0
within an hour,Bayview,House,Entire home/apt,Real Bed,strict,94124,100,350,500,150,40,0.51,1,6,1,3,7,10,40,102,6,93,0,0
within a day,Pacific Heights,Condominium,Entire home/apt,Real Bed,flexible,94115,53,350,500,125,0,0.08,1,4,2,1,25,25,49,291,1,100,0,0
within a few hours,Tenderloin,Apartment,Entire home/apt,Real Bed,strict,94107,88,350,500,200,0,1.09,0.82,4,2,2,25,25,28,298,7,97,1,1
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,93,350,500,120,25,3.09,1,9,2,3,14,34,56,324,24,98,0,0
within a day,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,100,350,500,125,0,0.67,1,3,1,2,0,25,55,330,9,87,0,0
within an hour,The Castro,Apartment,Entire home/apt,Real Bed,strict,94114,95,355,500,150,0,0.21,1,4,1,3,8,20,21,21,12,95,0,1
within a few hours,Western Addition/NOPA,House,Entire home/apt,Real Bed,strict,94117,100,359,500,75,50,0.58,0.89,6,2,3,7,12,17,81,17,89,0,0
within a few hours,Cole Valley,House,Entire home/apt,Real Bed,strict,94117,84,360,500,175,50,1.2,0.97,6,2.5,3,4,17,35,272,22,99,0,0
within a few hours,Inner Sunset,House,Entire home/apt,Real Bed,strict,94122,100,360,500,150,50,0.08,1,6,3,4,1,1,1,1,1,100,0,0
within a few hours,Marina,Apartment,Entire home/apt,Real Bed,moderate,94123,65,360,500,200,0,1.39,1,4,1.5,2,5,21,37,237,70,99,1,1
within a day,Mission District,Apartment,Entire home/apt,Real Bed,moderate,94110,94,365,500,50,35,2.64,0.9,2,1,1,12,28,57,310,8,95,0,0
within an hour,Nob Hill,Condominium,Entire home/apt,Real Bed,strict,94108,100,365,500,125,0,2.86,1,5,1.5,3,5,13,22,265,4,100,0,0
within an hour,Duboce Triangle,Apartment,Entire home/apt,Real Bed,strict,94117,100,365,500,140,45,3.47,1,6,2,2,6,21,39,279,106,98,0,1
within an hour,Fisherman's Wharf,Apartment,Entire home/apt,Real Bed,strict,94109,100,375,500,125,50,1,1,5,1,2,2,6,14,149,42,96,0,1
within a few hours,Richmond District,Condominium,Entire home/apt,Real Bed,strict,94121,100,375,500,150,0,2,1,6,2,3,1,10,11,229,2,100,0,0
within a few hours,Mission District,Apartment,Entire home/apt,Real Bed,flexible,94110,88,375,500,175,0,0.68,1,6,1,3,6,21,48,247,5,96,0,0
within an hour,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94118,100,375,500,100,0,0.45,1,5,1,1,0,4,4,4,5,96,0,0
within a few hours,Mission District,Apartment,Entire home/apt,Real Bed,strict,94123,100,375,500,110,0,1.51,1,4,1.5,2,0,0,0,0,18,98,0,0
within a few hours,Pacific Heights,Apartment,Entire home/apt,Real Bed,moderate,94115,76,375,500,100,0,1.41,0.92,3,1,2,12,20,38,302,9,98,0,0
within an hour,SoMa,Condominium,Entire home/apt,Real Bed,strict,94107,100,379,500,135,15,3.25,1,6,2,2,3,19,38,126,9,89,0,0
within an hour,Ingleside,Apartment,Entire home/apt,Real Bed,strict,94112,100,380,500,150,30,0.35,1,6,3,3,30,60,90,365,12,86,0,0
within a few hours,Twin Peaks,House,Entire home/apt,Real Bed,strict,94131,100,380,500,120,0,1.18,1,4,2,2,25,55,85,351,17,96,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,flexible,94133,67,380,500,110,0,0.8,1,4,1,1,20,50,80,355,29,95,0,0
within a day,Telegraph Hill,Condominium,Entire home/apt,Real Bed,strict,94133,22,385,500,95,0,1.3,1,4,1.5,2,0,17,47,137,16,100,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,60,389,500,100,50,0.37,0.8,7,1,3,30,58,88,363,21,86,0,1
within an hour,Balboa Terrace,House,Shared room,Futon,strict,94127,100,39,500,39,35,2.02,1,1,3,1,0,4,34,218,31,90,0,0
within an hour,Glen Park,House,Entire home/apt,Real Bed,moderate,94131,100,390,500,130,25,1.34,1,7,3,3,3,17,46,237,34,92,0,0
within an hour,Noe Valley,House,Entire home/apt,Real Bed,strict,94131,100,390,500,150,0,1.96,1,4,1,2,16,25,54,321,30,96,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94121,100,390,500,150,50,4.46,1,6,2,3,2,15,41,306,59,99,0,0
within a few hours,Downtown,Apartment,Entire home/apt,Real Bed,moderate,94133,100,395,500,150,0,4.5,0.9,6,1,2,1,7,16,261,103,97,0,0
within a few hours,Marina,Apartment,Entire home/apt,Real Bed,strict,94123,57,395,500,125,50,0.92,1,4,1,2,4,4,19,243,56,97,1,1
within a few hours,Pacific Heights,Apartment,Entire home/apt,Real Bed,strict,94115,96,395,500,125,100,1.42,1,4,1.5,2,6,26,52,321,45,98,0,0
within a few hours,Western Addition,House,Entire home/apt,Real Bed,moderate,94117,89,395,500,125,20,0.47,1,10,3,4,1,6,12,87,8,100,0,0
a few days or more,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,94,399,500,150,50,1.58,0.47,6,2,2,27,57,81,352,3,93,0,0
within a day,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94118,67,399,500,150,0,0.89,1,6,1,3,7,37,38,38,3,100,0,0
within a few hours,Marina,House,Entire home/apt,Real Bed,strict,94123,100,399,500,175,39,1.93,1,6,1.5,2,16,38,68,338,50,98,0,0
within an hour,South Beach,Condominium,Entire home/apt,Real Bed,strict,94105,100,399,500,40,0,2.09,1,4,1,1,21,51,81,170,3,100,0,0
within an hour,SoMa,Condominium,Entire home/apt,Real Bed,strict,94107,100,399,500,145,15,4.8,1,6,2,2,5,23,45,315,8,83,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94107,95,399,500,135,15,2.65,1,6,2,2,7,31,57,328,26,90,0,0
within a day,The Castro,Condominium,Entire home/apt,Real Bed,strict,94114,50,399,500,120,25,0.98,1,6,2.5,2,1,14,18,26,11,98,0,0
within a few hours,The Castro,House,Entire home/apt,Real Bed,strict,94114,100,399,500,60,0,0.64,1,5,1.5,3,29,40,66,66,8,98,0,0
within an hour,Lower Haight,Apartment,Entire home/apt,Real Bed,moderate,94117,50,399,500,65,50,0.65,1,4,1,2,0,5,23,291,14,99,0,0
within a day,Mission Terrace,Apartment,Entire home/apt,Real Bed,moderate,94112,100,400,500,50,0,0.83,1,5,2,3,13,25,49,51,5,96,0,0
within a day,The Castro,House,Entire home/apt,Real Bed,strict,94114,100,400,500,150,75,1.29,1,8,2,3,0,0,0,182,8,98,0,0
within a few hours,Mission District,House,Entire home/apt,Real Bed,moderate,94114,40,400,500,40,0,0.49,1,4,2,2,5,8,14,227,18,91,0,0
within a day,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,100,410,500,150,49,0.71,1,8,2,2,5,11,28,261,32,94,0,0
within a few hours,Glen Park,House,Entire home/apt,Real Bed,moderate,94131,100,415,500,125,0,0.18,1,4,3,3,3,3,3,195,1,100,0,0
within an hour,Russian Hill,House,Entire home/apt,Real Bed,flexible,94109,100,416,500,150,100,1.24,1,4,2,2,5,25,52,317,5,100,0,0
within an hour,Pacific Heights,Apartment,Entire home/apt,Real Bed,strict,94115,100,420,500,150,35,1.7,1,6,1,3,6,17,44,311,58,89,0,0
within a few hours,Western Addition/NOPA,House,Entire home/apt,Real Bed,moderate,94117,100,425,500,150,50,1.79,1,6,1.5,3,7,12,38,138,52,98,0,0
within a day,Mission District,Apartment,Entire home/apt,Real Bed,moderate,94110,89,425,500,100,0,2.83,0.9,6,2,3,1,8,23,279,66,96,0,0
within a day,The Castro,Apartment,Entire home/apt,Real Bed,moderate,94114,59,425,500,95,75,1.5,0.9,4,1,2,17,30,60,335,15,99,0,0
within an hour,The Castro,House,Entire home/apt,Real Bed,strict,94114,100,425,500,125,25,0.66,1,6,1.5,1,30,56,86,361,25,100,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,100,425,500,100,0,2.47,1,4,1,2,0,0,1,1,23,97,0,0
within a few hours,Western Addition/NOPA,House,Entire home/apt,Real Bed,strict,94115,67,425,500,150,25,0.61,1,10,1.5,3,0,0,1,46,29,95,0,0
within an hour,Noe Valley,Apartment,Entire home/apt,Real Bed,flexible,94131,100,435,500,125,0,0.04,1,4,2,2,0,0,0,0,1,100,0,0
within an hour,Balboa Terrace,House,Private room,Real Bed,strict,94127,100,45,500,39,40,2.25,1,2,1,1,15,41,71,346,63,84,0,0
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94122,78,45,500,30,50,0.54,0.9,6,2,1,30,60,90,365,20,92,1,1
within a day,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,moderate,94117,100,450,500,140,0,0.45,1,9,2,3,0,0,0,8,5,96,0,0
within a day,Noe Valley,House,Entire home/apt,Real Bed,strict,94131,67,450,500,150,0,0.7,0.9,8,3,4,0,3,3,70,23,97,0,0
within a few hours,Noe Valley,Condominium,Entire home/apt,Real Bed,moderate,94114,70,450,500,225,25,0.83,1,8,2,3,0,3,7,7,6,97,0,0
within a day,Inner Sunset,House,Entire home/apt,Real Bed,moderate,94122,100,450,500,180,0,0.55,0.6,8,3.5,4,0,9,9,207,6,100,0,0
within a few hours,Mission District,Condominium,Entire home/apt,Real Bed,moderate,94110,100,450,500,150,0,0.16,1,8,1,3,14,16,16,37,6,95,1,1
within a day,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,80,450,500,250,50,0.06,0.6,8,2.5,3,9,23,46,304,1,40,0,0
within an hour,Sunnyside,House,Entire home/apt,Real Bed,strict,94127,100,450,500,179,25,0.38,1,6,2,3,26,52,82,353,11,98,0,0
within a few hours,Marina,House,Entire home/apt,Real Bed,strict,94123,75,450,500,250,150,0.37,1,5,2,3,10,16,21,266,4,95,0,0
within an hour,The Castro,Apartment,Entire home/apt,Real Bed,moderate,94114,33,450,500,60,0,0.28,1,2,1,1,30,60,90,90,4,100,0,0
within a few hours,The Castro,Apartment,Entire home/apt,Real Bed,strict,94114,100,450,500,150,0,1,0.93,6,2,3,9,35,58,318,1,100,1,1
within a few hours,Mountain View,House,Entire home/apt,Real Bed,strict,94114,83,450,500,150,25,0.8,1,6,1.5,3,0,0,26,237,26,94,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,91,450,500,140,0,3.96,1,8,3.5,4,11,31,40,40,36,99,0,0
within a day,Chinatown,Apartment,Entire home/apt,Real Bed,moderate,94108,100,450,500,100,100,1.02,0.6,6,1,3,15,31,61,330,48,92,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,100,465,500,125,0,4.36,1,5,2,2,9,24,47,157,8,95,0,0
within an hour,Twin Peaks,House,Entire home/apt,Real Bed,strict,94114,100,475,500,150,20,0.32,1,6,2,3,0,17,25,37,2,80,0,0
within a day,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94133,100,477,500,199,29,0.81,0.8,6,2,3,21,51,81,356,10,86,0,0
within an hour,Noe Valley,House,Private room,Real Bed,strict,94131,56,48,500,46,0,1.31,1,2,1,1,0,0,3,3,14,97,0,0
within a few hours,Alamo Square,Apartment,Entire home/apt,Real Bed,strict,94115,46,480,500,150,50,0.74,1,5,2,3,28,53,83,354,25,99,0,0
within an hour,Balboa Terrace,House,Shared room,Couch,strict,94127,100,49,500,45,40,2.08,1,3,1,1,0,0,0,238,55,88,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,flexible,94112,84,49,500,55,0,0.44,1,1,2,1,14,33,33,33,10,91,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,flexible,94112,84,49,500,55,0,0.52,1,1,2,1,0,2,2,2,9,84,0,0
within an hour,Western Addition/NOPA,House,Shared room,Real Bed,strict,94117,95,49,500,30,0,5.32,1,1,1,1,2,13,43,318,25,96,0,0
within a day,Noe Valley,Apartment,Entire home/apt,Real Bed,strict,94114,100,490,500,75,0,0.08,0.67,5,1.5,3,4,4,4,4,2,100,0,0
within a few hours,Noe Valley,House,Entire home/apt,Real Bed,strict,94131,89,490,500,150,0,1.59,1,6,2,3,0,12,42,309,56,100,0,0
within an hour,Little Italy,Apartment,Entire home/apt,Real Bed,strict,94133,86,495,500,150,100,2.31,1,8,2,2,8,28,42,304,7,86,0,0
within an hour,Noe Valley,Condominium,Entire home/apt,Real Bed,moderate,94110,100,495,500,175,50,1.15,1,9,2,4,11,34,53,324,62,95,1,1
within a few hours,Outer Sunset,House,Entire home/apt,Real Bed,strict,94116,58,495,500,185,60,0.97,1,9,2,4,7,30,52,324,37,94,0,1
within a day,Union Square,Apartment,Entire home/apt,Real Bed,strict,94102,100,499,500,150,20,1.78,0.71,3,1,0,9,9,9,9,9,100,0,0
within a day,Mission District,Apartment,Entire home/apt,Real Bed,moderate,94110,50,499,500,120,0,0.61,1,6,1.5,3,14,35,65,274,2,90,0,0
within an hour,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,99,499,500,175,25,0.34,1,8,1.5,3,25,51,81,171,6,97,0,0
within a day,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94133,45,499,500,185,0,1.05,0.9,6,3,3,3,3,3,3,11,100,0,0
within a day,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94133,50,499,500,185,35,0.87,1,8,2,3,10,10,10,131,6,97,0,0
within a few hours,Cole Valley,House,Entire home/apt,Real Bed,strict,94117,86,500,500,120,100,0.71,1,4,2,2,20,50,67,342,4,100,0,0
within an hour,Balboa Terrace,House,Entire home/apt,Real Bed,moderate,94112,100,500,500,180,0,1,1,6,2,3,30,60,90,365,1,100,0,0
within an hour,Richmond District,House,Entire home/apt,Real Bed,flexible,94118,88,500,500,150,20,1,1,8,3.5,4,0,6,11,15,1,100,0,0
within a few hours,Mission District,Apartment,Entire home/apt,Real Bed,moderate,94114,100,500,500,80,0,1,1,5,1,2,0,14,44,314,1,80,0,0
within a few hours,Alamo Square,Apartment,Entire home/apt,Real Bed,strict,94117,100,500,500,150,100,2.14,1,7,2.5,4,3,16,32,299,21,96,0,0
within a day,Alamo Square,Apartment,Entire home/apt,Real Bed,strict,94115,33,500,500,90,0,0.34,1,4,1,2,30,60,90,365,10,98,0,0
within a few hours,Mission District,Condominium,Entire home/apt,Real Bed,moderate,94110,100,545,500,100,0,1.13,0.83,5,1,3,0,4,4,4,7,100,0,0
within a few hours,Inner Sunset,House,Entire home/apt,Real Bed,strict,94122,100,550,500,150,250,0.22,1,5,2.5,3,10,10,10,97,5,100,0,0
within a few hours,Mission District,House,Entire home/apt,Real Bed,strict,94110,90,550,500,100,50,0.45,1,5,2,3,17,26,38,57,4,95,0,0
within a few hours,Noe Valley,Condominium,Entire home/apt,Real Bed,strict,94131,100,550,500,200,0,1,1,8,3,4,3,7,7,30,1,100,0,0
within an hour,Dogpatch,House,Entire home/apt,Real Bed,moderate,94107,100,550,500,150,100,0.75,1,6,2,3,0,24,52,136,3,100,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,flexible,94112,84,58,500,55,0,0.72,1,1,2,1,0,4,4,186,2,100,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94112,84,59,500,55,0,0.04,1,1,2,1,0,4,4,186,1,100,0,0
within an hour,Balboa Terrace,House,Private room,Real Bed,strict,94127,100,59,500,39,40,2.13,1,1,1,1,10,36,66,341,64,91,0,0
within an hour,Balboa Terrace,House,Private room,Real Bed,strict,94127,100,59,500,39,40,0.55,1,2,1,1,0,0,0,147,12,90,0,0
within an hour,Balboa Terrace,House,Private room,Real Bed,strict,94127,100,59,500,39,40,1.17,1,1,1,1,18,47,77,352,44,93,0,0
within an hour,Downtown,House,Entire home/apt,Real Bed,strict,94102,100,590,500,200,25,1.56,0.8,8,2,3,6,17,30,267,75,96,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,6,595,500,150,100,1.66,1,4,2,2,29,59,89,213,53,98,0,0
within an hour,Haight-Ashbury,House,Entire home/apt,Real Bed,strict,94117,100,599,500,180,25,3.44,1,15,2.5,4,4,14,35,218,35,96,0,0
within an hour,Excelsior,House,Private room,Real Bed,flexible,94112,100,60,500,100,0,2,1,2,1,1,1,17,47,47,2,100,0,0
within a few hours,Noe Valley,House,Entire home/apt,Real Bed,strict,94114,100,600,500,160,0,0.44,1,6,3.5,4,5,7,7,17,11,100,0,0
within a few hours,Pacific Heights,House,Entire home/apt,Real Bed,strict,94123,100,600,500,250,0,3.23,1,10,2,4,10,38,68,68,42,91,0,0
within a day,Pacific Heights,Apartment,Entire home/apt,Real Bed,flexible,94123,100,600,500,150,50,0.03,0.8,6,2,2,29,59,89,89,1,100,0,0
within a few hours,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,moderate,94117,79,600,500,85,0,2.36,1,6,1,2,4,9,18,100,71,98,0,0
within a few hours,Marina,House,Entire home/apt,Real Bed,strict,94123,100,630,500,200,0,1.54,1,6,1.5,3,15,45,50,232,4,85,0,0
within an hour,Noe Valley,House,Entire home/apt,Real Bed,strict,94114,100,650,500,200,50,2.52,1,10,2,4,9,19,36,208,68,98,0,0
within an hour,Balboa Terrace,House,Private room,Real Bed,strict,94127,100,69,500,39,49,1.31,1,1,1,1,25,55,85,360,43,88,0,0
within an hour,Balboa Terrace,House,Private room,Real Bed,strict,94127,100,69,500,39,40,0.92,1,2,3,1,16,46,76,351,35,85,0,0
within an hour,Balboa Terrace,House,Shared room,Real Bed,strict,94127,100,69,500,59,60,0.08,1,4,1,1,0,0,0,147,2,100,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94112,84,69,500,55,0,0.13,1,1,2,1,0,6,6,6,3,100,0,0
within a day,Mission District,House,Entire home/apt,Real Bed,strict,94110,80,695,500,300,100,0.48,0.6,16,3.5,5,14,42,59,315,7,83,0,0
within a few hours,Inner Sunset,House,Entire home/apt,Real Bed,strict,94122,80,700,500,250,25,1.41,1,12,3,5,8,18,30,275,50,98,0,0
within a few hours,Presidio Heights,House,Entire home/apt,Real Bed,strict,94118,64,700,500,175,20,1.42,1,10,2.5,5,5,12,21,267,11,98,0,0
within a few hours,The Castro,House,Entire home/apt,Real Bed,moderate,94114,92,700,500,200,50,0.43,1,10,3.5,4,8,21,44,129,5,92,0,0
within an hour,Bernal Heights,Cabin,Entire home/apt,Real Bed,strict,94110,82,71,500,70,0,4,1,2,1,1,15,41,42,42,4,100,0,0
within an hour,Noe Valley,House,Private room,Real Bed,strict,94114,86,75,500,50,25,0.69,1,2,2,1,1,1,1,244,7,94,0,0
within an hour,Richmond District,House,Entire home/apt,Real Bed,moderate,94121,100,75,500,100,0,2.22,1,2,1,1,1,5,13,251,4,90,0,0
within a day,The Castro,Condominium,Private room,Real Bed,strict,94114,92,75,500,50,0,1,0.96,2,1,1,3,3,7,272,1,100,1,1
within an hour,Lower Haight,Apartment,Entire home/apt,Real Bed,flexible,94117,100,750,500,150,0,1,1,7,2,4,22,45,75,157,4,95,0,0
within an hour,Balboa Terrace,House,Private room,Real Bed,strict,94127,100,79,500,49,55,1,1,3,1,1,28,58,84,359,39,89,0,0
within an hour,Balboa Terrace,House,Private room,Real Bed,strict,94127,100,79,500,39,50,1.25,1,3,1,1,21,48,78,353,44,91,0,0
a few days or more,Mission District,Apartment,Private room,Real Bed,flexible,94110,100,85,500,50,0,0.29,0.33,1,1,1,29,29,29,29,1,100,0,0
within a day,The Castro,Apartment,Private room,Real Bed,strict,94114,92,85,500,75,0,0.24,0.96,2,1,1,2,13,36,301,9,100,1,1
