host_response_time,host_neighbourhood,property_type,room_type,bed_type,cancellation_policy,zipcode,host_acceptance_rate,price,security_deposit,cleaning_fee,extra_people,reviews_per_month,host_response_rate,accommodates,bathrooms,bedrooms,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,require_guest_profile_picture,require_guest_phone_verification
within a day,Bernal Heights,House,Private room,Real Bed,flexible,94112,0,77,0,14,0,0,0.83,1,2.5,1,0,16,17,17,0,0,0,0
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,1,300,500,150,10,0,1,7,2,3,1,1,1,1,0,0,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,1,145,0,50,0,1.13,1,4,1,2,0,0,0,0,4,100,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,1,158,200,70,25,3.71,1,4,1,1,8,25,51,319,71,94,0,0
within a day,Bernal Heights,House,Private room,Real Bed,moderate,94112,1,68,0,20,0,0,0.5,1,2.5,1,0,0,0,182,0,0,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,flexible,94110,0.91,175,0,50,0,2.5,1,2,1,1,6,6,11,11,3,100,0,0
within a day,Bernal Heights,Apartment,Private room,Real Bed,flexible,94110,1,110,200,50,0,0,1,2,1,1,21,21,21,21,0,0,0,0
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,flexible,94110,1,150,500,100,0,0.49,1,7,1,2,0,0,0,0,3,100,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,strict,94112,1,89,100,0,10,2.78,1,2,1,1,0,3,8,274,92,93,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,1,160,100,75,0,4.2,1,2,1,1,4,9,14,277,103,98,0,0
within an hour,Noe Valley,Condominium,Private room,Real Bed,moderate,94110,0.88,225,200,40,0,0,1,4,1.5,1,11,11,11,11,0,0,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,1,195,0,85,0,4.76,1,4,1.5,2,7,7,37,312,47,97,0,0
within a day,Bernal Heights,Apartment,Private room,Real Bed,strict,94110,0.95,75,0,25,0,2.99,1,2,1,1,7,13,21,290,27,96,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,flexible,94110,0.67,150,0,50,0,1.14,1,2,1,1,7,21,37,312,4,95,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,flexible,94110,1,125,0,0,0,0,1,3,2,2,8,8,8,8,0,0,0,0
within a few hours,Bernal Heights,House,Private room,Real Bed,moderate,94110,0.85,90,0,35,0,4.62,0.9,2,1,1,0,9,26,109,6,97,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94110,0.71,301,0,250,0,0.19,1,4,1,1,15,45,64,247,2,100,0,0
within a day,Bernal Heights,House,Private room,Real Bed,flexible,94110,0.77,75,0,15,20,0.31,0.9,2,1,1,25,52,82,357,18,95,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,1,135,0,0,25,4.48,1,3,1,1,4,13,21,288,96,96,0,0
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,1,185,500,100,0,0.08,1,4,1.5,2,2,7,7,7,1,100,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,1,299,500,140,0,0.26,1,5,2,2,11,12,12,12,3,93,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,1,185,900,100,50,0.3,1,5,2,2,0,15,33,33,3,87,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,1,200,200,100,25,0.14,1,6,1.5,3,0,0,0,182,5,90,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,0.99,125,200,40,10,2.34,1,2,1,0,3,13,28,28,122,88,1,1
within an hour,Bernal Heights,House,Private room,Pull-out Sofa,moderate,94110,0.67,92,0,54,40,0.86,1,2,1,1,0,0,0,0,9,96,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,strict,94110,0.93,250,500,120,0,0,1,2,1,1,22,43,73,311,0,0,0,0
within a few hours,Glen Park,House,Entire home/apt,Real Bed,flexible,94131,0.78,150,500,30,0,2,1,4,1,0,10,20,20,20,2,100,0,0
a few days or more,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,0,250,700,90,100,0.22,0.33,6,2,2,0,0,0,213,4,100,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,flexible,94110,1,145,300,50,0,2.8,1,2,1,1,1,1,1,245,102,98,0,1
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94112,1,79,100,0,10,2.43,1,2,1.5,1,0,0,23,296,12,88,0,0
within a day,Bernal Heights,House,Private room,Real Bed,flexible,94110,1,75,0,0,0,0.4,0.7,2,1,1,0,0,2,5,5,95,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,0.6,189,500,80,50,0.22,0.8,3,1,2,0,18,48,323,10,94,0,1
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,1,119,300,72,0,4.5,1,2,1,1,9,18,43,73,6,100,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,1,140,600,175,25,0.4,1,3,1,1,0,10,40,315,12,90,0,0
within an hour,Noe Valley,Apartment,Entire home/apt,Real Bed,moderate,94110,0.92,159,250,85,25,5.27,1,3,1,1,3,10,23,286,32,99,0,0
within an hour,Bernal Heights,Apartment,Private room,Real Bed,flexible,94110,1,90,150,30,0,2.35,1,1,1,1,27,55,85,360,29,98,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,1,90,100,75,0,1.69,1,2,1,0,13,39,63,95,60,88,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,flexible,94110,0.5,149,0,0,0,2.05,1,2,1,1,27,27,27,209,5,96,0,0
within an hour,Bernal Heights,Apartment,Private room,Real Bed,flexible,94110,1,80,0,25,0,4.36,1,2,0,1,17,17,46,46,62,91,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,1,120,300,60,0,3,1,2,1,1,3,9,12,246,117,97,0,0
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,1,250,300,120,0,0,1,6,3,3,0,0,0,6,0,0,0,0
within a few hours,Bernal Heights,House,Private room,Real Bed,moderate,94110,0.96,48,95,40,0,0,1,1,1,1,7,7,15,15,0,0,0,0
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,1,250,500,100,20,0.05,1,6,2,3,1,5,5,5,2,100,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,1,259,400,140,25,1.15,1,5,1,2,5,6,32,32,35,95,0,0
a few days or more,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,0.89,190,300,100,25,3.24,0.3,6,1,2,0,11,41,316,86,92,0,0
within a day,SoMa,Apartment,Entire home/apt,Real Bed,strict,94112,1,135,150,100,0,1.48,1,4,1,1,4,4,34,309,29,87,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,1,300,500,130,0,0.52,1,6,2,3,1,2,2,240,8,98,0,0
within an hour,Bernal Heights,Apartment,Private room,Real Bed,strict,94110,1,125,0,20,65,1.86,1,2,1.5,1,5,5,33,308,34,95,0,0
within an hour,Bernal Heights,Condominium,Entire home/apt,Real Bed,strict,94110,1,120,400,70,35,0.37,1,4,1,1,0,0,0,28,19,93,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,0.88,199,300,99,20,0.95,1,5,2,2,0,0,0,0,26,98,0,0
within a day,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,0.7,325,500,50,0,0,1,9,4,4,0,1,1,15,0,0,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,1,129,250,40,35,1.72,1,3,2,1,5,8,20,286,78,96,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94112,0.9,195,150,140,0,0.56,0.9,7,1.5,3,4,4,4,242,14,97,0,0
within an hour,Bernal Heights,House,Private room,Pull-out Sofa,moderate,94110,1,109,0,0,20,5.87,1,2,1,1,2,2,6,263,56,99,0,0
within a few hours,Bernal Heights,House,Private room,Real Bed,moderate,94110,1,88,0,52,0,0,0.9,2,1,1,4,4,4,4,0,0,0,0
within a day,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,1,175,200,100,0,0.25,0.6,4,0,2,5,5,5,187,9,87,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,1,225,800,150,50,1.01,0.8,4,1,2,11,23,28,297,9,93,0,0
within a few hours,Bernal Heights,House,Private room,Airbed,strict,94110,0.33,100,0,75,50,0,0.91,2,1,1,30,60,90,365,0,0,0,0
within a few hours,Bernal Heights,House,Private room,Real Bed,flexible,94110,0.82,115,200,0,0,3.04,1,2,1,1,2,6,23,23,51,99,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,1,200,300,140,0,0.17,1,5,2,3,1,12,12,103,10,98,1,1
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,1,195,400,90,20,4.29,1,4,1.5,2,3,3,3,150,15,94,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,1,89,0,55,0,0.83,1,2,1,1,9,20,34,124,51,94,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,flexible,94110,1,119,0,25,0,1.56,1,2,1,1,5,16,27,74,15,100,0,0
within a day,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,1,135,0,75,0,0.21,0.5,4,1,2,0,0,0,0,1,100,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,1,220,400,95,20,3.93,1,4,1,2,16,31,61,327,55,97,0,0
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,0,225,250,125,0,0.84,0.67,3,2,2,0,0,6,77,10,100,0,0
within a day,Noe Valley,House,Entire home/apt,Real Bed,flexible,94110,0,250,500,150,0,0.28,1,4,1,2,0,0,0,0,4,90,0,0
within a day,Bernal Heights,Apartment,Private room,Airbed,strict,94110,0.79,120,100,50,30,0,0.5,3,1,1,0,0,0,0,0,0,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,1,150,450,50,20,1.33,0.9,3,1,1,0,12,31,299,27,96,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,0.98,115,200,75,20,1.71,1,2,1,1,26,49,79,354,67,86,1,1
within a day,Bernal Heights,Apartment,Private room,Real Bed,flexible,94110,1,109,0,0,0,0.16,0.5,1,1,1,0,0,0,274,2,100,0,0
within a day,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,0.8,180,300,75,20,0.34,0.8,4,1,1,0,16,46,46,17,95,1,1
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,1,325,0,300,10,0.88,1,7,2,4,4,34,64,339,24,93,0,0
within a day,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,1,185,250,60,15,2.77,0.86,4,2,2,0,1,1,59,13,100,0,0
within a few hours,Bernal Heights,House,Private room,Real Bed,strict,94110,1,100,200,40,0,2.26,1,2,1,1,8,17,41,131,86,99,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,1,155,175,120,0,2.82,1,2,1,1,0,4,21,167,66,98,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94112,0.84,69,500,55,0,0.13,1,1,2,1,0,6,6,6,3,100,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,0.6,389,500,100,50,0.37,0.8,7,1,3,30,58,88,363,21,86,0,1
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,flexible,94110,1,250,250,50,0,0,1,4,1,1,0,0,0,0,0,0,0,0
within an hour,Bernal Heights,Apartment,Shared room,Futon,strict,94110,0.78,75,100,30,10,0.93,0.9,3,1,1,18,34,64,339,44,89,1,1
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,1,149,0,75,0,4,1,3,1,1,8,28,58,333,4,100,0,0
within an hour,Bernal Heights,Condominium,Entire home/apt,Real Bed,moderate,94110,1,220,0,100,0,0.91,1,4,1,2,0,0,21,211,1,100,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,1,179,500,0,25,1.59,1,4,1,2,0,18,32,302,56,95,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,1,215,500,90,0,1.01,1,6,1,3,0,0,0,0,3,100,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,1,155,300,60,0,2.02,1,3,1,1,2,3,8,272,82,97,0,1
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,1,115,500,135,18,2.33,0.97,6,1,3,8,14,41,310,9,84,0,0
within a day,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,1,249,750,120,50,0.33,1,6,2,3,1,1,1,1,1,100,1,1
within a day,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94112,0.83,140,200,85,10,1.15,1,4,1,0,3,12,20,270,70,95,0,0
within a day,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,0.75,150,100,0,10,1.21,1,3,1,1,0,1,1,119,88,96,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,0.9,180,300,75,0,2.34,1,2,1,0,0,0,29,304,6,100,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,1,175,500,150,50,2.45,1,4,1,2,5,7,7,189,27,99,0,0
within a day,Bernal Heights,House,Private room,Real Bed,moderate,94110,1,100,200,84,0,0,1,2,1,1,29,59,89,89,0,0,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,1,135,350,75,50,1.01,1,2,1,1,5,19,45,107,21,97,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,1,175,500,125,25,0.34,1,4,1,1,0,0,0,275,18,97,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,0.9,465,0,150,0,0.79,1,8,3.5,4,10,20,50,201,28,96,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,strict,94110,1,110,0,40,25,0.62,1,2,1,1,30,60,90,110,5,96,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,1,175,300,145,75,5.02,1,8,2,4,13,35,61,275,37,97,0,0
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,0.93,250,0,125,0,2,1,6,1,3,2,4,9,9,2,100,0,0
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,1,350,0,75,0,0.1,1,4,2.5,3,0,1,1,1,1,100,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,1,185,0,60,0,0.51,1,2,1,1,0,0,0,0,4,100,0,0
within an hour,Bernal Heights,Condominium,Entire home/apt,Real Bed,strict,94112,1,115,0,90,25,0.41,1,6,1,2,0,0,0,9,7,97,0,0
within a day,SoMa,Apartment,Entire home/apt,Real Bed,strict,94112,1,175,150,100,25,2.05,1,4,1,2,10,30,60,335,57,93,0,0
within a day,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,0.92,225,0,49,25,1.08,0.7,4,1,2,3,3,3,3,3,100,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,0.85,230,0,75,50,1.72,1,4,1,2,3,29,29,29,5,100,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,1,109,150,25,0,5.35,1,2,1,1,2,8,18,293,156,97,0,0
within an hour,Eagle Rock,House,Entire home/apt,Real Bed,strict,94110,1,195,500,150,50,3.88,1,4,1,2,15,39,69,344,74,97,0,0
within a day,Bernal Heights,Apartment,Private room,Real Bed,moderate,94110,1,85,0,20,0,0.19,1,1,1,1,0,0,26,301,2,100,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,flexible,94110,1,116,0,50,0,1,1,2,1,1,0,0,0,0,1,100,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,1,138,650,130,20,4.5,0.97,6,1,2,4,18,45,314,6,100,0,0
within a few hours,Excelsior,House,Shared room,Futon,strict,94112,0.89,25,600,20,25,0.27,0.82,1,1,1,0,2,32,307,16,87,1,1
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,0.95,255,500,95,20,2.36,1,4,1,2,18,43,73,348,22,91,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,0.87,90,100,20,15,1.87,1,2,1,1,2,12,25,149,90,100,1,1
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,1,160,0,60,50,1.7,1,3,1,1,2,12,42,226,57,94,0,0
within an hour,Noe Valley,Condominium,Entire home/apt,Real Bed,flexible,94110,0.6,220,0,75,0,0.67,0.83,4,1.5,2,0,22,52,52,2,100,0,0
within a day,Bernal Heights,Condominium,Private room,Pull-out Sofa,moderate,94110,0.8,75,250,15,25,0.42,0.8,2,1,1,0,17,47,47,18,97,1,1
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,1,159,150,80,50,1.46,1,3,1,1,5,11,16,31,17,94,0,0
within an hour,Pacifica,Apartment,Entire home/apt,Real Bed,super_strict_30,94110,0.66,100,0,155,50,0.07,0.98,2,1,1,0,0,18,293,4,87,0,0
within an hour,Pacifica,Apartment,Entire home/apt,Real Bed,super_strict_30,94110,0.66,100,0,155,50,0.09,0.98,2,1,1,11,21,51,326,5,92,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,0.8,128,200,60,0,1.94,1,2,1,1,4,9,14,265,97,98,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,1,150,500,120,20,3.46,1,4,1,1,4,16,43,318,12,91,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,0.5,121,500,75,0,0.35,1,4,1,2,3,7,23,23,14,90,0,0
within a day,Twin Peaks,Apartment,Private room,Real Bed,strict,94110,1,80,0,25,0,0,0.65,1,1,1,2,27,28,28,0,0,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,0.33,225,0,100,50,0.59,0.91,3,2,2,0,0,18,293,4,85,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,0.94,175,0,0,10,2.01,0.93,2,1,1,10,32,58,333,138,92,0,0
within a day,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,1,250,300,160,0,0.09,1,6,2,3,0,6,6,6,1,100,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,0,140,0,0,0,0.9,0.75,3,1,1,0,0,7,7,25,99,0,0
within a day,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,0.95,240,300,75,40,3.05,1,5,1,1,2,7,30,299,59,97,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,0.93,225,500,120,0,0,1,2,1,1,22,43,73,311,0,0,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,0.95,195,200,80,0,3.33,1,4,1,2,0,2,15,97,6,97,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94112,0.94,129,300,80,20,2.18,1,4,1,1,7,11,35,35,17,98,0,0
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,1,385,500,125,0,0,1,6,3,3,9,16,16,135,0,0,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,flexible,94110,1,165,0,80,25,0.38,1,2,1,1,5,7,25,296,13,100,0,0
within a few hours,Bernal Heights,House,Private room,Real Bed,strict,94110,1,499,0,100,0,0.21,1,5,1,1,30,60,90,365,2,90,0,0
within a day,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,1,299,0,50,0,0.32,0.5,4,1,2,1,1,1,1,3,100,0,0
within a day,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,0,150,600,45,15,0,1,2,1,1,16,16,19,19,0,0,0,0
within an hour,Bernal Heights,Apartment,Private room,Real Bed,flexible,94110,1,90,150,30,0,2.45,1,1,1,1,9,25,53,328,30,96,0,0
within a day,Bernal Heights,House,Private room,Real Bed,flexible,94110,0.92,100,250,25,0,10.29,1,2,1,1,3,6,9,268,12,98,0,0
within an hour,Bernal Heights,House,Private room,Futon,moderate,94110,1,123,0,49,0,2.59,1,2,1,1,3,15,45,45,32,98,0,0
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,flexible,94110,1,400,0,200,0,0.19,1,7,2.5,4,0,0,0,0,2,90,0,0
within a few hours,Bernal Heights,House,Private room,Real Bed,strict,94110,0.86,130,150,60,50,2.41,1,2,1,1,7,29,30,304,61,97,0,0
within an hour,Bernal Heights,Condominium,Entire home/apt,Real Bed,strict,94110,1,149,575,170,75,1.02,1,3,1,1,12,36,66,66,48,95,1,1
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,1,135,500,25,0,3.13,1,2,1,1,0,0,3,207,35,100,0,0
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,1,235,400,40,0,1,0.91,5,2,3,1,1,1,1,1,100,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,flexible,94110,0.86,140,0,0,0,3.28,1,2,1,1,3,6,12,279,52,97,0,0
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,1,155,200,95,20,1.53,1,4,1,2,15,44,74,266,14,96,0,0
within a day,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,0.4,185,300,70,0,0.12,1,5,1,2,0,4,13,278,4,95,0,0
within a few hours,Bernal Heights,Apartment,Private room,Real Bed,flexible,94110,0.8,100,0,25,25,0.38,1,2,1,1,0,0,0,0,3,100,1,1
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,0.99,75,100,30,10,1.47,1,2,1,1,12,32,62,62,85,88,1,1
within an hour,Bernal Heights,Apartment,Private room,Real Bed,flexible,94110,1,80,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94112,0.84,79,500,55,0,0,1,1,2,1,0,11,11,11,0,0,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,1,225,0,0,0,4,1,6,2.5,3,0,3,3,3,4,90,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,1,290,500,150,25,0.17,1,5,2,3,0,0,0,4,4,100,0,0
within a day,Bernal Heights,Condominium,Entire home/apt,Real Bed,strict,94110,1,129,0,120,0,0.8,1,2,1,1,0,1,1,9,9,100,0,0
within a few hours,Bernal Heights,House,Private room,Real Bed,flexible,94110,0.93,119,0,50,0,2.21,0.9,2,1,1,13,30,60,184,9,100,0,0
within a few hours,Bernal Heights,House,Private room,Real Bed,moderate,94110,0.94,143,120,50,30,3.11,1,3,1,1,10,29,59,334,115,95,0,0
within an hour,Noe Valley,Apartment,Entire home/apt,Real Bed,strict,94110,1,190,200,85,15,2.95,1,4,1,1,3,9,10,10,50,97,0,0
within a day,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,0.64,250,0,150,0,1.26,0.82,4,1,2,18,48,78,353,110,98,0,0
within a day,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,0.96,264,600,200,0,0,1,5,2,3,3,3,3,34,0,0,0,0
within a few hours,Chinatown,Apartment,Entire home/apt,Real Bed,strict,94108,1,189,0,79,0,0,1,4,1,1,0,0,0,0,0,0,0,0
within an hour,Noe Valley,Apartment,Entire home/apt,Real Bed,flexible,94108,1,200,200,80,0,0.09,0.78,2,1,0,5,35,65,340,1,0,0,0
within a day,Chinatown,Apartment,Entire home/apt,Real Bed,moderate,94108,1,450,500,100,100,1.02,0.6,6,1,3,15,31,61,330,48,92,0,0
within a few hours,Anaheim,Condominium,Entire home/apt,Real Bed,strict,94108,0.76,245,0,75,0,0.35,0.98,2,1,1,24,54,84,355,2,60,0,0
within a few hours,Anaheim,Condominium,Entire home/apt,Real Bed,strict,94108,0.76,265,0,75,0,0.18,0.98,2,1,1,0,0,0,13,1,100,0,0
within an hour,Anaheim,Condominium,Entire home/apt,Real Bed,strict,94108,0.35,275,0,50,0,0,0.98,4,2,1,30,60,90,365,0,0,0,0
within an hour,Chinatown,Apartment,Private room,Real Bed,strict,94108,1,89,0,25,0,2,1,2,1.5,1,5,5,18,18,2,100,0,0
within a few hours,East Village,Apartment,Entire home/apt,Real Bed,strict,94108,0.24,142,0,0,0,0,0.92,2,1,0,6,22,52,52,0,0,0,0
within a few hours,East Village,Apartment,Entire home/apt,Real Bed,strict,94108,0.24,142,0,0,0,0,0.92,2,1,0,9,18,45,45,0,0,0,0
within a few hours,Nob Hill,Apartment,Private room,Real Bed,flexible,94108,1,80,0,0,10,2.93,1,2,1,1,0,0,0,0,4,100,0,0
within an hour,Chinatown,Condominium,Entire home/apt,Real Bed,strict,94108,0.61,250,0,150,0,0,1,4,1,1,9,9,15,15,0,0,0,0
within a day,Central City,Apartment,Entire home/apt,Real Bed,strict,94108,0.6,279,0,0,0,0.06,0.57,2,1,0,30,60,90,365,1,100,0,0
within a few hours,Anaheim,Condominium,Entire home/apt,Real Bed,strict,94108,0.76,265,0,75,0,0,0.98,1,1,1,0,0,0,12,0,0,0,0
within an hour,Chinatown,Apartment,Entire home/apt,Real Bed,moderate,94133,1,257,250,60,20,1.98,0.94,6,1,3,6,21,45,296,17,82,0,0
within an hour,Chinatown,Apartment,Entire home/apt,Real Bed,strict,94108,1,160,0,60,0,5.95,1,3,1,0,3,8,14,276,158,88,0,0
within a few hours,Chinatown,Apartment,Private room,Real Bed,strict,94108,0.82,99,0,25,0,0,0.73,1,1,1,3,3,3,34,0,0,0,0
within a few hours,Nob Hill,Apartment,Private room,Real Bed,strict,94108,0.4,100,100,40,0,1,1,1,1,1,0,0,0,0,1,80,0,0
within an hour,Chinatown,Apartment,Entire home/apt,Real Bed,strict,94133,0.96,105,0,20,0,2.09,1,2,1,1,7,9,12,12,77,94,0,0
within a day,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94108,0.76,139,500,0,0,0.22,0.89,2,1,1,0,17,47,322,3,87,0,0
within a few hours,Nob Hill,House,Private room,Real Bed,flexible,94108,1,95,0,20,0,0.34,1,1,1,1,0,0,0,1,1,100,0,0
within a few hours,Napili/Honokowai,Apartment,Entire home/apt,Real Bed,strict,94108,0.92,154,0,0,0,0,1,2,1,0,3,3,3,3,0,0,0,0
within a day,Chinatown,House,Shared room,Real Bed,flexible,94108,0.4,36,0,0,0,0,0.91,1,1,1,0,2,32,307,0,0,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,flexible,94108,1,100,0,30,0,1,1,2,1,1,0,0,0,0,1,100,0,0
within a few hours,Napili/Honokowai,Apartment,Entire home/apt,Real Bed,strict,94108,0.92,228,0,0,0,0,1,4,1,1,0,0,0,4,0,0,0,0
within a day,Chinatown,House,Shared room,Real Bed,flexible,94108,0.4,39,0,0,0,0,0.91,1,1,1,0,2,32,307,0,0,0,0
within an hour,Chinatown,Apartment,Entire home/apt,Real Bed,strict,94108,0.83,215,0,0,0,0.37,1,4,2,1,0,0,0,7,1,0,0,0
